Date,Flo_1,Flo_2,Flo_3,Flo_4,Flo_5,Flo_6,Flo_7,Flo_8,Flo_9,Flo_10,Pr_1,Pr_2,Pr_3,Pr_4,Pr_5,Pr_6,Pr_7,Pr_8,Pr_9,Pr_10
1992-09-01,0.186434626809,0.06866471960689001,0.239143089854,0.19499555361392998,0.0462523739768,0.5488294746058,0.06865902048566,0.1916524906877,0.2952324023995807,0.53164679775135,0.1368510148083034,0.08726672583183147,0.14311555057068917,0.13876053451243855,0.07583721179639008,0.026328797431161642,0.08726380497844431,0.13805367601747268,0.13495314908866862,0.03156953496460022
1992-09-02,5.886052415039001,1.648905032196,5.88710349377076,3.3940605062379996,8.4919285463561,4.125210136419999,2.5836261060417605,11.221546912517,11.333932445262,2.23065171610336,0.1493703421667638,0.07429228651777518,0.1493675514610002,0.1194675675082695,0.10644675059504854,0.134835656274317,0.09899613978513006,0.03985589738805181,0.037752876902711556,0.0896149314009323
1992-09-03,19.521758789813994,14.638621563723,25.08858199876,25.425349085793098,14.65848197408,11.299261983380001,17.166213598140004,14.1763845767554,46.40941903983,17.061997219566,0.12792710330478793,0.10672518689634082,0.11517849464400666,0.1132372030708229,0.10685913185640189,0.08139282707406717,0.12101777843094044,0.10353106861744396,0.0035759671507563104,0.12055523895443192
1992-09-04,4.20264592685,2.3033404213384,5.932490453298899,3.386926124262,2.1987016562123003,4.616941965688,7.004809100185001,6.971831680838,8.82299570379,4.736550807135,0.13647025301649549,0.06139632531211425,0.13369468390256242,0.10759511538105894,0.05730330815765241,0.14491218701140768,0.09227595453695717,0.09371611736725871,0.026308573750223975,0.14632748156426897
1992-09-05,3.42021461983,0.685203063768,0.26581959536870003,0.45000933550750005,1.8754679053187602,1.0580197376834923,4.990685201849552,1.12805676451396,2.0126093386738004,4.544067449741124,0.1033974592203636,0.10444837871313535,0.08128352982187141,0.09149940438730526,0.14766644114112296,0.12338045557533991,0.028309936901629758,0.126551701058399,0.14843296972484737,0.045029723455985264
1992-09-06,5.54961388116,5.5129265374247,1.996625243925,1.098995448952,4.7397107163941,2.783666903278,2.2566259140139997,3.591597221186,2.215343411074,7.1174909008350005,0.0907318165456318,0.09254162984260998,0.0992812373133726,0.056705121781380464,0.12806711904911866,0.13370091070840112,0.11175144996369979,0.15037810065635113,0.10981616545778002,0.027026448681654495
1992-09-07,21.084854903114998,35.71593930282,13.908788663657,30.211666366270002,15.1091723546779,16.24838129953915,18.870034196798,15.54598929945,18.42386554074229,13.148702302789001,0.13619837130503706,0.010958325920587847,0.0973419595446818,0.046840150861476026,0.1106603725341928,0.12168000362162333,0.13711470890374386,0.1151167756462123,0.13567241575650044,0.08841691590594451
1992-09-08,31.50630113658,47.5916233847,25.529163191169996,39.9536571935,34.685285529210006,26.514635406772,22.68243487927,32.604662003099996,24.699230029361125,47.11383348296,0.14612274184793128,0.03733802118230654,0.09929956160731788,0.11049570140300562,0.1473379442478229,0.10941588159066643,0.06968558487941237,0.148827709989877,0.0905798584077904,0.04089699484386946
1992-09-09,43.860795732776,76.25239763324029,70.1548490099164,103.552916343365,81.071116001056,53.4172174534654,52.51913383943576,54.01608650791998,59.9730246134228,58.775185024603005,0.061806413352698805,0.1136963732941532,0.13472939101892453,0.01054620845413101,0.09056424841195451,0.1089655697620934,0.10474634737023628,0.11169529771422736,0.13329933865804292,0.12995081196353794
1992-09-10,11.432913133865611,5.0036495766269695,10.254886270227077,18.624531442922013,15.283320112759341,6.917568031990672,17.649910162412475,7.8263282678501245,6.074280314321492,6.455257338376579,0.14899154574958606,0.07693736955319377,0.1512630943948133,0.03609012133766603,0.09257925026195232,0.11330039637838989,0.04997906282567152,0.12868053843224106,0.09745463316031475,0.1047239879061714
